=== SHEET: ADO raw data ===
Category (functional area),Request title,Request Description,Request Type,Health Plan,Date Created,State, , , , , , , , , , , , , , , , , , , 
Data Ingestion/ETL,Eligibility File Load ETL,"style box sizing border box font family quot Segoe UI quot , system ui, quot Apple Color Emoji quot , quot Segoe UI Emoji quot , sans serif Monday 10 33 AM Ed Krupski Good morning gentlemen, happy Monday I hope you all had a great weekend I have placed the initial test HPHC data that I ve created on the HPHC SFTP site in the Test folder, the filenames are SampleTestProviderFile20200227.txt , SampleTestMemberFile20200227.txt , SampleTestSupplementalAddressFile20200227.txt 1 liked style box sizing border box font family quot Segoe UI quot , system ui, quot Apple Color Emoji quot , quot Segoe UI Emoji quot , sans serif Monday 10 33 AM Ed Krupski The specs for these files are posted in the MS Teams channel for the HPHC Implementation",Customization,HPHC,2/7/2020 10:36:10 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,"[TECH] Keep CARRIER ID, ACCOUNT ID and GROUP ID from member eligibility","As OA I want keep CARRIER ID, ACCOUNT ID and GROUP ID for a Gateway member So that the data can be exported into CVS file if Pharmacy drugs are reviewed for the member",Customization,GATEWAY,2/19/2020 2:51:05 PM,Closed,,,,,,,,,,,,,,,,,,,
Eligibility Flags,MATIS DB: Store Member's Out Of Area value in the OADB Eligibility table,style box sizing border box display inline important AS A style box sizing border box padding 0px 0px 0px 40px style box sizing border box Health Plan style box sizing border box style box sizing border box I WANT style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box to add the new member directory field to the MATIS Eligibility table style box sizing border box style box sizing border box style box sizing border box SO THAT style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box I know Member s OOA flag style box sizing border box The field will be sent by Eligibility Microservice and will be stored in the database. style display inline important,Customization,HPHC,2/19/2020 3:15:53 PM,Closed,,,,,,,,,,,,,,,,,,,
Network & PCP,MATIS DB: Store new data in the OADB Eligibility table,AS A style box sizing border box padding 0px 0px 0px 40px style box sizing border box Health Plan style box sizing border box I WANT style box sizing border box style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box to add the new member directory field to the MATIS Eligibility table style box sizing border box style box sizing border box style box sizing border box style box sizing border box SO THAT style box sizing border box padding 0px 0px 0px 40px we can decide if Provider is in network with a Member style box sizing border box the field will be sent by Eligibility Microservice and will be stored in the database.,Customization,HPHC,2/21/2020 1:28:26 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Eligibility - February load,Eligibility February load from Analytics blolb,Standard,,3/2/2020 5:03:04 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,"Modify Eligibility and Provider ETLs to handle zipped, tarred, and encrypted files",Unzip,Standard,,3/16/2020 10:30:26 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Modify Eligibility ETL needed for MCS,We have to use new files as they are for MCS. We will need to modify our ETL to pickup and ingest the new files. MMM no longer want s to do their eligibility file work updates so punting this until they are ready.,Customization,MCS,3/18/2020 7:05:19 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Gateway eligibility,Create a package to load Gateway eligibility.,Customization,GATEWAY,3/23/2020 8:07:25 PM,Closed,,,,,,,,,,,,,,,,,,,
Letters & Notifications,[TECH] MATIS Eligibility table: Add new column for Legal Entity,style display inline important AS A style box sizing border box padding 0px 0px 0px 40px style box sizing border box Health Plan style box sizing border box style box sizing border box I WANT style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box to add new Legal Entity field to the MATIS Eligibility table style box sizing border box style box sizing border box style box sizing border box style box sizing border box SO THAT style box sizing border box padding 0px 0px 0px 40px style box sizing border box I can use it when generating dynamic notifications style box sizing border box the field will be sent by Eligibility Microservice and will be stored in the database,Customization,HPHC,3/26/2020 8:51:11 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Load March eligibility,,Standard,,3/30/2020 6:41:34 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Need to fix pipelines for eligibility and provider DB,Pipeline deploys were failing for prod. Let s fix the pipelines so we can avoid the manual deploys. I dont think these pipelines ever worked so let s get these working.,Standard,,4/3/2020 12:54:12 AM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Review Eligibility Files,,Standard,,4/16/2020 7:48:52 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Humana PR Commercial Eligibility Integration,"Humana is updating their existing eligibility file to include Humana PR Commercial members, we will need to test and support",Customization,HUMANA,4/21/2020 5:51:59 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Eligibility Server Maintenance,,Standard,,4/24/2020 4:25:01 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Process Assignment screen: Display Eligibility popup and view/edit new fields,AS AN Operations Manager CRS Director I WANT To see an Eligibility Details button on the PA screen SO THAT I can open Edit Eligibility Information screen style I can view details update Eligibility record tied to this case,Customization,HPHC,4/28/2020 10:47:18 AM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,March eligibility load,,Standard,,5/1/2020 9:55:58 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Modify Eligibility and Provider ETL to handle multiple SFTP/FTPS sites,,Standard,,5/8/2020 11:23:12 PM,Closed,,,,,,,,,,,,,,,,,,,
Network & PCP,Modify Eligibility API to account for dual eligible members (esp. Medicare & Medicaid),"font face Calibri, sans serif style font size 14.6667px b u Short Description u b font font face Calibri, sans serif style font size 14.6667px b AS A b font style font size 14.6667px font family Calibri, sans serif CRS font face Calibri, sans serif style font size 14.6667px font font face Calibri, sans serif style font size 14.6667px b I WANT b font style font family Calibri, sans serif font size 14.6667px Medicare plans to be prioritized over medicaid plans when both are present font face Calibri, sans serif style font size 14.6667px b SO THAT b we correctly reflect that M font style font family Calibri, sans serif font size 14.6667px edicaid is payer of last resort. style font family Calibri, sans serif font size 14.6667px style font family Calibri, sans serif font size 14.6667px b u Additional Description u b font color rgba 0, 0, 0, 0 face Calibri, sans serif style font size 14.6667px color rgb 0, 0, 0 Sometimes a member can be eligible for more than one plan at once for example Medicare amp Medicaid font font face Calibri, sans serif style font size 14.6667px color rgb 0, 0, 0 Primary font font color rgba 0, 0, 0, 0 face Calibri, sans serif style font size 14.6667px color rgb 0, 0, 0 Insurance amp Medicare . If the incorrect plan is chosen it might result in a provider calling in because they are not being paid font style font family Calibri, sans serif font size 14.6667px see feature for more details . style font family Calibri, sans serif font size 14.6667px b style font size 14.6667px font family Calibri, sans serif u Technical Details u b style font size 14.6667px font family Calibri, sans serif strike A choice between i Option A i amp i Option B i should be made during grooming. strike style font size 14.6667px font family Calibri, sans serif style font size 14.6667px font family Calibri, sans serif b There is no existing scenario that should result in the need for i Option A i . We can revisit if we onboard a Health Plan that could cause this potential issue. b style font size 14.6667px font family Calibri, sans serif font face Calibri, sans serif style font size 14.6667px i Existing Eligibility API Payload i font pre code quot result quot quot memberId quot quot H123123123123 quot , quot firstName quot quot TEST quot , quot lastName quot quot MEMBER quot , quot odsMemberGeneratedKey quot quot 11111 quot , quot groupId quot quot 30060 quot , quot groupName quot quot quot , quot dob quot quot 19500101 quot , quot insuranceProvider quot quot HUMANA quot , quot lob quot quot MED quot , quot productLine quot quot HMO quot , quot medicareContractNumber quot quot quot , quot centerNo quot quot quot , quot pcpGrouperNumber quot quot quot , quot referringPCP quot quot quot , quot planBeginDate quot quot 20200101 quot , quot planEndDate quot quot 20201231 quot , quot eligibilityBeginDate quot quot 20200101 quot , quot eligibilityEndDate quot quot 20201231 quot , quot serviceDate quot quot quot , quot policyEffectiveDate quot quot 20200101 quot , quot policyExpirationDate quot quot 20201231 quot , quot memberRiskIndicator quot quot N quot , quot memberASOIndicator quot quot N quot , quot eligible quot quot quot , quot outOfNetworkBenefit quot false, quot verificationSource quot quot Eligibility quot , quot addr quot quot 123 MAIN ST quot , quot addr2 quot quot quot , quot city quot quot NEWBURY quot , quot zip quot quot 03255 quot , quot state quot quot NH quot , quot gender quot quot M quot , quot phone quot quot 5551231234 quot , quot stateOfIssue quot quot NH quot , quot workPhone quot quot quot , quot workPhoneExtension quot quot quot , quot mobilePhone quot quot quot , quot appointmentOfRepresentative quot false, quot carrierId quot quot quot , quot accountId quot quot 12345 quot , quot pharmacyGroupId quot quot quot , quot preferredLanguage quot null, quot productOfferCode quot quot quot , quot legalEntity quot quot quot , quot outOfArea quot false, quot finProdCd quot quot HMO quot , quot error quot quot errorCode quot quot 000 quot , quot errorDescription quot quot Ok quot , quot links quot quot self quot quot href quot quot quot code pre b style font size 14.6667px font family Calibri, sans serif b b style font size 14.6667px font family Calibri, sans serif b b style font size 14.6667px font family Calibri, sans serif b b style font size 14.6667px font family Calibri, sans serif b b style font size 14.6667px font family Calibri, sans serif b style font size 14.6667px font family Calibri, sans serif i Architecture Diagram i b style font size 14.6667px font family Calibri, sans serif img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments c7d64207 e913 4488 9b88 56eab28fec1a fileName image.png alt Image style box sizing border box max width 100 align self center font weight 400 b b style font size 14.6667px font family Calibri, sans serif strike Option A strike b font face Calibri, sans serif style font size 14.6667px strike The eligibility API needs to be updated to reflect the following strike font style list style lower alpha strike The results field should become an array to properly reflect the member may have more than 1 active plan strike strike When there is more than 1 active plan AND 1 active plan is medicare AND 1 is medicaid THEN always return the medicare plan first in the array otherwise return alphabetically strike strike style font family Calibri, sans serif font size 14.6667px Add an additional integer attribute to the API response called style font family Calibri, sans serif font size 14.6667px color rgb 12, 100, 192 memberPlanCount style font family Calibri, sans serif font size 14.6667px that indicates to API consumers the number of plans that member is eligible for. This should match the number of plans returned in the array. strike font face Calibri, sans serif strike style font size 14.6667px Add an additional boolean attribute to the API response within the returned plans called style font size 14.6667px color rgb 12, 100, 192 isPrimary style font size 14.6667px that indicates whether that is the primary plan. strike font style list style lower roman font face Calibri, sans serif style font size 14.6667px strike style box sizing border box When there is more than 1 active plan AND 1 active plan is medicare AND 1 is medicaid THEN always set the medicare plan style box sizing border box color rgb 12, 100, 192 isPrimary style box sizing border box to style box sizing border box color rgb 200, 38, 19 true style box sizing border box and medicaid plan style box sizing border box color rgb 12, 100, 192 isPrimary style box sizing border box to style box sizing border box color rgb 200, 38, 19 false style box sizing border box otherwise style box sizing border box background color rgb 255, 0, 0 both false style box sizing border box strike font font face Calibri, sans serif style font size 14.6667px a href https dev.azure.com oncologyanalytics Technology workitems edit 24818 strike Update Mirth to return all plans instead of just one plan strike a font font face Calibri, sans serif style font size 14.6667px strike style box sizing border box font family Calibri, sans serif font face Calibri, sans serif style box sizing border box style box sizing border box a href https dev.azure.com oncologyanalytics Technology workitems edit 24787 Update UI to properly reflect multiple plans a font strike font font face Calibri, sans serif style font size 14.6667px i strike Example modification to API i style box sizing border box font family Calibri, sans serif with change highlighted i strike i font pre code strike style background color rgb 255, 255, 0 quot results quot style background color rgb 255, 255, 0 style background color rgb 255, 255, 0 ... style background color rgb 255, 255, 0 quot isPrimary quot true, style background color rgb 255, 255, 0 ... style background color rgb 255, 255, 0 , style background color rgb 255, 255, 0 style background color rgb 255, 255, 0 ... style background color rgb 255, 255, 0 quot isPrimary quot false, style background color rgb 255, 255, 0 ... style background color rgb 255, 255, 0 style background color rgb 255, 255, 0 , style background color rgb 255, 255, 0 quot memberPlanCount quot 2, quot error quot ... , quot links quot ... strike code pre font face Calibri, sans serif style font size 14.6667px b Option B b font style font size 14.6667px font family Calibri, sans serif The eligibility API needs to be updated to reflect the following style list style lower alpha style font family Calibri, sans serif font size 14.6667px When there is more than 1 active plan AND 1 active plan is medicare AND 1 is medicaid THEN always choose the medicare plan. Add an additional boolean attribute to the API response called font color 0c64c0 style font family Calibri, sans serif style font size 14.6667px dualEligibility font style font family Calibri, sans serif font size 14.6667px that indicates to API consumers the member has more than one eligible plan style font family Calibri, sans serif font size 14.6667px font face Calibri, sans serif style box sizing border box style box sizing border box a href https dev.azure.com oncologyanalytics Technology workitems edit 24818 Update Mirth to return all plans instead of just one plan a font style font family Calibri, sans serif font size 14.6667px font face Calibri, sans serif style box sizing border box style box sizing border box a href https dev.azure.com oncologyanalytics Technology workitems edit 24787 Update UI to properly reflect multiple plans a font font face Calibri, sans serif style box sizing border box style box sizing border box font face Calibri, sans serif style box sizing border box style box sizing border box font size 14.6667px i style box sizing border box Example modification to API with change highlighted i font font pre code style box sizing border box quot result quot ... , style background color rgb 255, 255, 0 quot dualEligibility quot true, style box sizing border box quot error quot ... , quot links quot ... code pre font face Calibri, sans serif font font face Calibri, sans serif style font size 14.6667px font font face Calibri, sans serif style font size 14.6667px font font face Calibri, sans serif style font size 14.6667px font font face Calibri, sans serif style font size 14.6667px style box sizing border box font size 14px font face Calibri, sans serif style box sizing border box style box sizing border box font size 14.6667px b style box sizing border box b font font",Customization,HUMANA,5/22/2020 5:26:55 PM,New,,,,,,,,,,,,,,,,,,,
